trial_number,1,2,3,4,5,6,7,8,9,10
1,1.0,0.9472966186196691,0.9111540554135358,0.9453945542577458,0.9211707031305394,0.935395647185521,0.9350713982383559,0.9282433629656429,0.7161299786684575,0.7615367422032943
2,0.9472966186196691,1.0,0.9085688966481004,0.9575446148003948,0.9298002752706382,0.9419576719154084,0.9624600040520476,0.9396882748439843,0.7418495227862847,0.7798029036267256
3,0.9111540554135358,0.9085688966481004,1.0,0.9086739700495442,0.9210767045862271,0.916574227585218,0.9391237586944701,0.9137342483348436,0.7559236434018406,0.7749271666429043
4,0.9453945542577458,0.9575446148003948,0.9086739700495442,1.0,0.9127031972156089,0.9517501751705595,0.9479818128201103,0.9362441937765953,0.7422239262425601,0.7872480721687428
5,0.9211707031305394,0.9298002752706382,0.9210767045862271,0.9127031972156089,1.0,0.9283533636184819,0.946809479711411,0.9409808689197472,0.7433611224892788,0.7681587321156453
6,0.935395647185521,0.9419576719154084,0.916574227585218,0.9517501751705595,0.9283533636184819,1.0,0.9573294740015885,0.9284273012378156,0.7217738579469947,0.7579824474891695
7,0.9350713982383559,0.9624600040520476,0.9391237586944701,0.9479818128201103,0.946809479711411,0.9573294740015885,1.0,0.9666269578547001,0.7529913067961493,0.7923480419049751
8,0.9282433629656429,0.9396882748439843,0.9137342483348436,0.9362441937765953,0.9409808689197472,0.9284273012378156,0.9666269578547001,1.0,0.7463403372440093,0.7968600619715946
9,0.7161299786684575,0.7418495227862847,0.7559236434018406,0.7422239262425601,0.7433611224892788,0.7217738579469947,0.7529913067961493,0.7463403372440093,1.0,0.8842457161093022
10,0.7615367422032943,0.7798029036267256,0.7749271666429043,0.7872480721687428,0.7681587321156453,0.7579824474891695,0.7923480419049751,0.7968600619715946,0.8842457161093022,1.0
