experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,1,3.2,completed,2025-12-10T20:47:35.043668,B,3.0,B,0.20000000000000018,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,1,3.2,completed,2025-12-10T20:47:35.043668,B,3.0,B,0.20000000000000018,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,2,2.7,completed,2025-12-10T20:47:42.761043,C,2.0,C,0.7000000000000002,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,2,2.7,completed,2025-12-10T20:47:42.761043,C,2.0,C,0.7000000000000002,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,3,2.0,completed,2025-12-10T20:47:49.510491,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,3,2.0,completed,2025-12-10T20:47:49.510491,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,4,1.8,completed,2025-12-10T20:47:55.474710,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,4,1.8,completed,2025-12-10T20:47:55.474710,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,5,1.8,completed,2025-12-10T20:48:03.562354,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,5,1.8,completed,2025-12-10T20:48:03.562354,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,6,2.9,completed,2025-12-10T20:48:11.553983,C,2.2,C,0.6999999999999997,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,6,2.9,completed,2025-12-10T20:48:11.553983,C,2.2,C,0.6999999999999997,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T20:48:16.659811,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T20:48:16.659811,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,1,3.2,completed,2025-12-10T20:51:20.329252,B,3.2,B,0.0,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,1,3.2,completed,2025-12-10T20:51:20.329252,B,3.2,B,0.0,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,2,3.0,completed,2025-12-10T20:51:27.942476,B,3.0,B,0.0,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,2,3.0,completed,2025-12-10T20:51:27.942476,B,3.0,B,0.0,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,3,2.7,completed,2025-12-10T20:51:35.194464,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,3,2.7,completed,2025-12-10T20:51:35.194464,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,4,2.7,completed,2025-12-10T20:51:41.075301,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,4,2.7,completed,2025-12-10T20:51:41.075301,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,5,1.8,completed,2025-12-10T20:51:46.962466,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,5,1.8,completed,2025-12-10T20:51:46.962466,D,1.1,D,0.7,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,6,3.0,completed,2025-12-10T20:51:53.104385,B,3.1,B,-0.10000000000000009,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,6,3.0,completed,2025-12-10T20:51:53.104385,B,3.1,B,-0.10000000000000009,True
exp_chatgpt_lenient_01,chatgpt,lenient,Mahasiswa 12,7,2.7,completed,2025-12-10T20:51:58.356694,C,1.2,D,1.5000000000000002,False
