experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,1,2.9,completed,2025-12-11T00:11:49.846516,C,3.0,B,-0.10000000000000009,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,1,2.9,completed,2025-12-11T00:11:49.846516,C,3.0,B,-0.10000000000000009,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,2,2.3,completed,2025-12-11T00:12:01.203400,C,2.0,C,0.2999999999999998,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,2,2.3,completed,2025-12-11T00:12:01.203400,C,2.0,C,0.2999999999999998,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,3,3.2,completed,2025-12-11T00:12:12.722052,B,1.1,D,2.1,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,3,3.2,completed,2025-12-11T00:12:12.722052,B,1.1,D,2.1,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,4,1.8,completed,2025-12-11T00:12:23.703030,D,1.1,D,0.7,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,4,1.8,completed,2025-12-11T00:12:23.703030,D,1.1,D,0.7,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,5,1.8,completed,2025-12-11T00:12:34.523516,D,1.1,D,0.7,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,5,1.8,completed,2025-12-11T00:12:34.523516,D,1.1,D,0.7,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,6,2.9,completed,2025-12-11T00:12:44.953033,C,2.2,C,0.6999999999999997,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,6,2.9,completed,2025-12-11T00:12:44.953033,C,2.2,C,0.6999999999999997,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,7,2.4,completed,2025-12-11T00:12:55.462316,C,1.1,D,1.2999999999999998,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 1,7,2.4,completed,2025-12-11T00:12:55.462316,C,1.1,D,1.2999999999999998,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 12,1,2.9,completed,2025-12-11T00:18:11.952576,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 12,1,2.9,completed,2025-12-11T00:18:11.952576,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 12,2,3.0,completed,2025-12-11T00:18:22.682503,B,3.0,B,0.0,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 12,2,3.0,completed,2025-12-11T00:18:22.682503,B,3.0,B,0.0,True
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 12,3,3.2,completed,2025-12-11T00:18:33.856669,B,1.8,D,1.4000000000000001,False
exp_gemini_lenient_07,gemini,lenient,Mahasiswa 12,3,3.2,completed,2025-12-11T00:18:33.856669,B,1.8,D,1.4000000000000001,False
