experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_gemini_few,gemini,few-shot,Mahasiswa 1,1,2.9,completed,2025-12-11T01:50:46.183461,C,3.0,B,-0.10000000000000009,False
exp_gemini_few,gemini,few-shot,Mahasiswa 1,1,2.9,completed,2025-12-11T01:50:46.183461,C,3.0,B,-0.10000000000000009,False
exp_gemini_few,gemini,few-shot,Mahasiswa 1,2,2.3,completed,2025-12-11T01:50:56.749863,C,2.0,C,0.2999999999999998,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,2,2.3,completed,2025-12-11T01:50:56.749863,C,2.0,C,0.2999999999999998,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,3,2.5,completed,2025-12-11T01:51:07.410263,C,1.1,D,1.4,False
exp_gemini_few,gemini,few-shot,Mahasiswa 1,3,2.5,completed,2025-12-11T01:51:07.410263,C,1.1,D,1.4,False
exp_gemini_few,gemini,few-shot,Mahasiswa 1,4,1.9,completed,2025-12-11T01:51:18.571246,D,1.1,D,0.7999999999999998,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,4,1.9,completed,2025-12-11T01:51:18.571246,D,1.1,D,0.7999999999999998,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,5,1.8,completed,2025-12-11T01:51:28.840845,D,1.1,D,0.7,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,5,1.8,completed,2025-12-11T01:51:28.840845,D,1.1,D,0.7,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,6,2.3,completed,2025-12-11T01:51:40.300344,C,2.2,C,0.09999999999999964,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,6,2.3,completed,2025-12-11T01:51:40.300344,C,2.2,C,0.09999999999999964,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,7,1.8,completed,2025-12-11T01:51:50.799267,D,1.1,D,0.7,True
exp_gemini_few,gemini,few-shot,Mahasiswa 1,7,1.8,completed,2025-12-11T01:51:50.799267,D,1.1,D,0.7,True
exp_gemini_few,gemini,few-shot,Mahasiswa 12,1,2.9,completed,2025-12-11T01:57:01.869173,C,3.2,B,-0.30000000000000027,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,1,2.9,completed,2025-12-11T01:57:01.869173,C,3.2,B,-0.30000000000000027,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,2,2.9,completed,2025-12-11T01:57:12.676006,C,3.0,B,-0.10000000000000009,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,2,2.9,completed,2025-12-11T01:57:12.676006,C,3.0,B,-0.10000000000000009,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,3,1.9,completed,2025-12-11T01:57:23.298173,D,1.8,D,0.09999999999999987,True
exp_gemini_few,gemini,few-shot,Mahasiswa 12,3,1.9,completed,2025-12-11T01:57:23.298173,D,1.8,D,0.09999999999999987,True
exp_gemini_few,gemini,few-shot,Mahasiswa 12,4,2.3,completed,2025-12-11T01:57:34.383794,C,1.8,D,0.4999999999999998,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,4,2.3,completed,2025-12-11T01:57:34.383794,C,1.8,D,0.4999999999999998,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,5,1.8,completed,2025-12-11T01:57:44.517244,D,1.1,D,0.7,True
exp_gemini_few,gemini,few-shot,Mahasiswa 12,5,1.8,completed,2025-12-11T01:57:44.517244,D,1.1,D,0.7,True
exp_gemini_few,gemini,few-shot,Mahasiswa 12,6,2.9,completed,2025-12-11T01:57:55.236377,C,3.1,B,-0.20000000000000018,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,6,2.9,completed,2025-12-11T01:57:55.236377,C,3.1,B,-0.20000000000000018,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,7,2.5,completed,2025-12-11T01:58:06.481289,C,1.2,D,1.3,False
exp_gemini_few,gemini,few-shot,Mahasiswa 12,7,2.5,completed,2025-12-11T01:58:06.481289,C,1.2,D,1.3,False
