experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,1,3.0,completed,2025-12-10T21:40:26.622753,B,3.0,B,0.0,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,1,3.0,completed,2025-12-10T21:40:26.622753,B,3.0,B,0.0,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,2,2.7,completed,2025-12-10T21:40:34.054738,C,2.0,C,0.7000000000000002,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,2,2.7,completed,2025-12-10T21:40:34.054738,C,2.0,C,0.7000000000000002,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,3,2.7,completed,2025-12-10T21:40:40.460288,C,1.1,D,1.6,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,3,2.7,completed,2025-12-10T21:40:40.460288,C,1.1,D,1.6,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,4,2.1,completed,2025-12-10T21:40:47.659421,C,1.1,D,1.0,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,4,2.1,completed,2025-12-10T21:40:47.659421,C,1.1,D,1.0,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,5,2.0,completed,2025-12-10T21:40:55.943060,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,5,2.0,completed,2025-12-10T21:40:55.943060,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,6,3.0,completed,2025-12-10T21:41:04.864395,B,2.2,C,0.7999999999999998,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,6,3.0,completed,2025-12-10T21:41:04.864395,B,2.2,C,0.7999999999999998,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T21:41:11.454473,D,1.1,D,0.7,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T21:41:11.454473,D,1.1,D,0.7,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,1,3.3,completed,2025-12-10T21:45:00.049441,B,3.2,B,0.09999999999999964,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,1,3.3,completed,2025-12-10T21:45:00.049441,B,3.2,B,0.09999999999999964,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,2,3.1,completed,2025-12-10T21:45:08.066634,B,3.0,B,0.10000000000000009,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,2,3.1,completed,2025-12-10T21:45:08.066634,B,3.0,B,0.10000000000000009,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,3,2.0,completed,2025-12-10T21:45:17.276551,C,1.8,D,0.19999999999999996,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,3,2.0,completed,2025-12-10T21:45:17.276551,C,1.8,D,0.19999999999999996,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,4,2.7,completed,2025-12-10T21:45:27.089640,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,4,2.7,completed,2025-12-10T21:45:27.089640,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,5,2.7,completed,2025-12-10T21:45:37.505227,C,1.1,D,1.6,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,5,2.7,completed,2025-12-10T21:45:37.505227,C,1.1,D,1.6,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,6,3.0,completed,2025-12-10T21:45:45.346152,B,3.1,B,-0.10000000000000009,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,6,3.0,completed,2025-12-10T21:45:45.346152,B,3.1,B,-0.10000000000000009,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,7,2.7,completed,2025-12-10T21:45:55.191158,C,1.2,D,1.5000000000000002,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 12,7,2.7,completed,2025-12-10T21:45:55.191158,C,1.2,D,1.5000000000000002,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,1,3.2,completed,2025-12-10T21:46:03.265832,B,3.2,B,0.0,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,1,3.2,completed,2025-12-10T21:46:03.265832,B,3.2,B,0.0,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,2,3.1,completed,2025-12-10T21:46:12.345305,B,2.7,C,0.3999999999999999,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,2,3.1,completed,2025-12-10T21:46:12.345305,B,2.7,C,0.3999999999999999,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,3,3.0,completed,2025-12-10T21:46:19.988869,B,1.8,D,1.2,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,3,3.0,completed,2025-12-10T21:46:19.988869,B,1.8,D,1.2,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,4,3.0,completed,2025-12-10T21:46:25.747328,B,2.0,C,1.0,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,4,3.0,completed,2025-12-10T21:46:25.747328,B,2.0,C,1.0,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,5,2.0,completed,2025-12-10T21:46:32.444420,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,5,2.0,completed,2025-12-10T21:46:32.444420,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,6,3.2,completed,2025-12-10T21:46:37.503885,B,3.2,B,0.0,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,6,3.2,completed,2025-12-10T21:46:37.503885,B,3.2,B,0.0,True
exp_chatgpt_lenient_07,chatgpt,lenient,Mahasiswa 13,7,1.8,completed,2025-12-10T21:46:44.759944,D,1.1,D,0.7,True
