experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,1,3.2,completed,2025-12-10T21:13:17.970608,B,3.0,B,0.20000000000000018,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,1,3.2,completed,2025-12-10T21:13:17.970608,B,3.0,B,0.20000000000000018,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,2,2.7,completed,2025-12-10T21:13:26.138807,C,2.0,C,0.7000000000000002,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,2,2.7,completed,2025-12-10T21:13:26.138807,C,2.0,C,0.7000000000000002,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,3,2.0,completed,2025-12-10T21:13:37.257527,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,3,2.0,completed,2025-12-10T21:13:37.257527,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,4,2.1,completed,2025-12-10T21:13:45.763660,C,1.1,D,1.0,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,4,2.1,completed,2025-12-10T21:13:45.763660,C,1.1,D,1.0,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,5,1.8,completed,2025-12-10T21:13:53.429081,D,1.1,D,0.7,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,5,1.8,completed,2025-12-10T21:13:53.429081,D,1.1,D,0.7,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,6,3.0,completed,2025-12-10T21:14:02.381946,B,2.2,C,0.7999999999999998,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,6,3.0,completed,2025-12-10T21:14:02.381946,B,2.2,C,0.7999999999999998,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T21:14:09.287743,D,1.1,D,0.7,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T21:14:09.287743,D,1.1,D,0.7,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,1,3.2,completed,2025-12-10T21:18:06.558668,B,3.2,B,0.0,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,1,3.2,completed,2025-12-10T21:18:06.558668,B,3.2,B,0.0,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,2,3.0,completed,2025-12-10T21:18:13.521637,B,3.0,B,0.0,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,2,3.0,completed,2025-12-10T21:18:13.521637,B,3.0,B,0.0,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,3,2.7,completed,2025-12-10T21:18:19.997826,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,3,2.7,completed,2025-12-10T21:18:19.997826,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,4,2.7,completed,2025-12-10T21:18:27.929483,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,4,2.7,completed,2025-12-10T21:18:27.929483,C,1.8,D,0.9000000000000001,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,5,2.0,completed,2025-12-10T21:18:35.421868,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,5,2.0,completed,2025-12-10T21:18:35.421868,C,1.1,D,0.8999999999999999,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,6,3.2,completed,2025-12-10T21:18:44.467757,B,3.1,B,0.10000000000000009,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,6,3.2,completed,2025-12-10T21:18:44.467757,B,3.1,B,0.10000000000000009,True
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,7,2.0,completed,2025-12-10T21:18:52.598636,C,1.2,D,0.8,False
exp_chatgpt_lenient_04,chatgpt,lenient,Mahasiswa 12,7,2.0,completed,2025-12-10T21:18:52.598636,C,1.2,D,0.8,False
