experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,1,2.9,completed,2025-12-10T23:20:09.684568,C,3.0,B,-0.10000000000000009,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,1,2.9,completed,2025-12-10T23:20:09.684568,C,3.0,B,-0.10000000000000009,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,2,2.3,completed,2025-12-10T23:20:21.449418,C,2.0,C,0.2999999999999998,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,2,2.3,completed,2025-12-10T23:20:21.449418,C,2.0,C,0.2999999999999998,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,3,3.2,completed,2025-12-10T23:20:33.280307,B,1.1,D,2.1,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,3,3.2,completed,2025-12-10T23:20:33.280307,B,1.1,D,2.1,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,4,1.8,completed,2025-12-10T23:20:44.185943,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,4,1.8,completed,2025-12-10T23:20:44.185943,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,5,1.8,completed,2025-12-10T23:20:54.800222,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,5,1.8,completed,2025-12-10T23:20:54.800222,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,6,2.9,completed,2025-12-10T23:21:05.631919,C,2.2,C,0.6999999999999997,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,6,2.9,completed,2025-12-10T23:21:05.631919,C,2.2,C,0.6999999999999997,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T23:21:16.071847,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 1,7,1.8,completed,2025-12-10T23:21:16.071847,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,1,2.9,completed,2025-12-10T23:26:33.829497,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,1,2.9,completed,2025-12-10T23:26:33.829497,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,2,2.9,completed,2025-12-10T23:26:44.630873,C,3.0,B,-0.10000000000000009,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,2,2.9,completed,2025-12-10T23:26:44.630873,C,3.0,B,-0.10000000000000009,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,3,3.2,completed,2025-12-10T23:26:55.730665,B,1.8,D,1.4000000000000001,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,3,3.2,completed,2025-12-10T23:26:55.730665,B,1.8,D,1.4000000000000001,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,4,1.8,completed,2025-12-10T23:27:06.092042,D,1.8,D,0.0,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,4,1.8,completed,2025-12-10T23:27:06.092042,D,1.8,D,0.0,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,5,2.9,completed,2025-12-10T23:27:16.673491,C,1.1,D,1.7999999999999998,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,5,2.9,completed,2025-12-10T23:27:16.673491,C,1.1,D,1.7999999999999998,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,6,2.9,completed,2025-12-10T23:27:27.907403,C,3.1,B,-0.20000000000000018,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,6,2.9,completed,2025-12-10T23:27:27.907403,C,3.1,B,-0.20000000000000018,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,7,3.2,completed,2025-12-10T23:27:38.729282,B,1.2,D,2.0,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 12,7,3.2,completed,2025-12-10T23:27:38.729282,B,1.2,D,2.0,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,1,2.9,completed,2025-12-10T23:27:49.589737,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,1,2.9,completed,2025-12-10T23:27:49.589737,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,2,3.3,completed,2025-12-10T23:28:00.349513,B,2.7,C,0.5999999999999996,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,2,3.3,completed,2025-12-10T23:28:00.349513,B,2.7,C,0.5999999999999996,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,3,3.2,completed,2025-12-10T23:28:11.419530,B,1.8,D,1.4000000000000001,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,3,3.2,completed,2025-12-10T23:28:11.419530,B,1.8,D,1.4000000000000001,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,4,2.3,completed,2025-12-10T23:28:22.535575,C,2.0,C,0.2999999999999998,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,4,2.3,completed,2025-12-10T23:28:22.535575,C,2.0,C,0.2999999999999998,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,5,1.8,completed,2025-12-10T23:28:33.617009,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,5,1.8,completed,2025-12-10T23:28:33.617009,D,1.1,D,0.7,True
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,6,2.9,completed,2025-12-10T23:28:44.378006,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,6,2.9,completed,2025-12-10T23:28:44.378006,C,3.2,B,-0.30000000000000027,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,7,2.3,completed,2025-12-10T23:28:55.910434,C,1.1,D,1.1999999999999997,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 13,7,2.3,completed,2025-12-10T23:28:55.910434,C,1.1,D,1.1999999999999997,False
exp_gemini_lenient_03,gemini,lenient,Mahasiswa 14,1,3.1,completed,2025-12-10T23:29:07.039900,B,3.2,B,-0.10000000000000009,True
